category,resume
DevOps Engineer,skills visa b1visa usa onsite visits sweden us seattle education details january 2013 post graduate diploma information technology pune maharashtra symbiosis institute january 2007 bachelor engineering electronics telecommunications pune maharashtra pune university cloud operations architect devops cloud operations architect devops devops skill details cloud computing exprience 48 months shell scripting exprience 96 months python exprience 6 months automation exprience 72 months solution architect exprience less 1 year months azure exprience less 1 year months aws exprience less 1 year monthscompany details company devops description type devops engineer platform aws cloud azure cloud services aws ec2 rds cloudformation template lambda dynamo db cloud watch autoscaling elastic bean stalk appdynamics manage tibco spotfire enterprise cloud product support ops member india got chance recruit build entire team 15 members also worked 4 different projects products simultaneously added hired members products responsibilities project include 1 managing tibco spotfire enterprise cloud environment 2 helping india qa team preproduction environment testing 3 coordinating production deployment hotfixes 4 leading team handling 4projects 5 arranging workshops new aws services entire team shell scripts automation â¢ wrote shell script extract aws running instances shut â¢ wrote shell script extract free eip release â¢ wrote lambda function trigger important scripts company synechron technologies limited description type administration automation monitoring platform linuxunix linuxxen servers software puppet redhat satellite server mysql database shell scripting responsibilities project included 1 managing linux media servers farms provide application support 2 patching linux physical xen boxes 3 creating satellite channels satellite server 4 automation via shell scripting mysql db support 5 troubleshooting customized applications company tsys limited description type development automation monitoring platform linuxunix windows software mysql database shell scripting responsibility provide access users rhds cvs dot project servers also included providing access users devprod vdi servers handling mysql database shell scripting automate tasks responsibilities project included 1 requirements analysis understanding requirements project planning environment access required 2 implementing mysql replication linux servers 3 fine tuning existing applications 4 testing debugging scripts errors company patni computer systems limited description project cpi type development automation monitoring platform p8 filenet linuxunix ibm aix software sound knowledge html shell scripting client genworth financial duration 2 yrs 2 months role senior system engineer cpi maintenance project caters maintenanceenhancements different applications part genworth imaging solutions different applications process scanned insurance documents sent different providers stores information oracle database images p8 filenet multiple applications generate reports sent providers administration support â¢ providing support l1 engineers â¢ monitoring p8 filenet application â¢ handling tickets raised users â¢ administration 10 linux proxy servers mysql servers â¢ implementing mysql replication â¢ checking logs sites visited users data downloaded mysql oracle sql support â¢ preparing sql queries client users â¢ handling oracle database â¢ testing insert select update queries servers deploying production â¢ handling bugs raised users â¢ implementing mysql replication linux servers â¢ taking database backup mysql dump application support â¢ make sure customer applications like eprocess trexo working fine â¢ make sure customized filenet instances working fine â¢ writing scripts automate applications shell scripts automation â¢ wrote shell script delete logs older five days successfully deployed production servers
DevOps Engineer,software proficiency â¢ languages basics c sql plsqljavajavaeejavascripthtmlcssjquerymysqlspring hibernate â¢ software tools xillinx modelsim matlab multisim â¢ operating systems windows xp vista 07 08 ubuntu project profile project fpga implementation team size 4 role programmer aes algorithm aes advanced encryption standard used cryptography protect data encrypted secret key te project sorting robot team size 3 role mechanism designer tcs 230 sensor sorts rgb color balls according color diploma project rfid based student team size 4 role interface attendance system using gsm student show rfid card message send via gsm parent ward presenteducation details may 2016 savitribai phule pune maharashtra pune university march 2010 ssc maharashtra board devops engineer skill details c exprience 6 months c exprience 6 months sql exprience 6 months plsql exprience 6 months core java exprience 6 months javascript exprience less 1 year months html exprience less 1 year months css exprience less 1 year months jquery exprience less 1 year months javaee exprience less 1 year months mysql exprience less 1 year months python exprience 6 monthscompany details company parkar consulting labs description im working devops team parkar consulting labs hands aws well python
DevOps Engineer,core competencies ant maven git bitbucket jenkins linux ansible shell scripting requirement gathering continuous integration continuous deployment software development life cycle software testing life cycle documentation reporting test reports skills â¢ primary skills devops methodologies â¢ programming languages c core java â¢ version controls git bitbucket â¢ build tools ant maven â¢ cicd tools jenkins â¢ configuration management ansible â¢ scripting shell script â¢ application servers apache tomcat servereducation details june 2015 june 2017 masters science information technology hyderabad telangana jntu devops engineer devops engineer nendrasys technologies pvt ltd skill details deployment exprience 27 months git exprience 27 months documentation exprience 26 months change management exprience 10 months configuration management exprience 10 monthscompany details company nendrasys technologies pvt ltd description date project description scope project design develop ecommerce product features sloan project basically b2b project customer buy fixers sinks related product focuses company stakeholders applications allow online sales distribution marketing product responsibilities detailed technical knowledge handson experience devops automation build engineering configura tion management creating fully automated ci build deployment infrastructure processes multiple projects developing scripts build deployment maintenance related tasks using jenkins installing configuring maintaining continuous integration automation configuration management tools developing ant maven shell scripts automatically compile package deploy war ear jar files mul tiple applications various platforms creating repositories branches managing permissions users maintaining git bitbucket deploying maintaining code application respectively configuring components increase reusability working closely architecture development test security services teams supporting business analysts getting used newly created jobs release activities communicating daily onsite team analyzing requirements identifying gaps tracking logs issues project 2 nendrasys technologies pvt ltd project name bangkok bank limited bbl thaitrade commercial ecommerce payment portal company nendrasys technologies pvt ltd description role devops engineer â¢ devops engineer team involved different development teams multiple simultaneous software leases â¢ participated weekly release meetings different teams identify mitigate potential risks associated releases â¢ responsible creating repositories branches managing permissions users maintaining git â¢ creating fully automated ci build deployment infrastructure processes multiple projects â¢ analyze resolve conflicts related merging source code git â¢ responsible creating ant maven scripts build automation â¢ implemented setup master slave architecture improve performance jenkins â¢ handled endtoend deployments code propagations across different environments dev prod â¢ handled tasks developing maintaining change tasks â¢ closely working developers qa performance uat testers team â¢ created maintained documentation build release processes application configuration â¢ coordinated developers business analyst mangers make sure code deployed production environment project 1 nendrasys technologies pvt ltd project name sloan global holdings sloan ecommerce company nendrasys technologies pvt ltd description project description bbl development ecommerce payment portal system bbl require system support multiple merchants b2bb2c ecommerce portal various payment options via online offline achieve bbl made agreement thai trade thai trade one leading ecommerce website recognized thai government present thai trade good base users sellers several categories scope project design develop ecommerce product features bblwtp project focuses company stakeholders applications allow online sales distribution marketing electronics responsibilities plan track activities involved build deployment resolving build issues developing scripts build deployment maintenance related tasks using jenkins collaboration development qa product managements build plans schedules send daily weekly reports team involved creating repositories branches merging activities backup restore activities subversion servers maintenance maven shell scripts safe builds deploys
DevOps Engineer,skills visa b1visa usa onsite visits sweden us seattle education details january 2013 post graduate diploma information technology pune maharashtra symbiosis institute january 2007 bachelor engineering electronics telecommunications pune maharashtra pune university cloud operations architect devops cloud operations architect devops devops skill details cloud computing exprience 48 months shell scripting exprience 96 months python exprience 6 months automation exprience 72 months solution architect exprience less 1 year months azure exprience less 1 year months aws exprience less 1 year monthscompany details company devops description type devops engineer platform aws cloud azure cloud services aws ec2 rds cloudformation template lambda dynamo db cloud watch autoscaling elastic bean stalk appdynamics manage tibco spotfire enterprise cloud product support ops member india got chance recruit build entire team 15 members also worked 4 different projects products simultaneously added hired members products responsibilities project include 1 managing tibco spotfire enterprise cloud environment 2 helping india qa team preproduction environment testing 3 coordinating production deployment hotfixes 4 leading team handling 4projects 5 arranging workshops new aws services entire team shell scripts automation â¢ wrote shell script extract aws running instances shut â¢ wrote shell script extract free eip release â¢ wrote lambda function trigger important scripts company synechron technologies limited description type administration automation monitoring platform linuxunix linuxxen servers software puppet redhat satellite server mysql database shell scripting responsibilities project included 1 managing linux media servers farms provide application support 2 patching linux physical xen boxes 3 creating satellite channels satellite server 4 automation via shell scripting mysql db support 5 troubleshooting customized applications company tsys limited description type development automation monitoring platform linuxunix windows software mysql database shell scripting responsibility provide access users rhds cvs dot project servers also included providing access users devprod vdi servers handling mysql database shell scripting automate tasks responsibilities project included 1 requirements analysis understanding requirements project planning environment access required 2 implementing mysql replication linux servers 3 fine tuning existing applications 4 testing debugging scripts errors company patni computer systems limited description project cpi type development automation monitoring platform p8 filenet linuxunix ibm aix software sound knowledge html shell scripting client genworth financial duration 2 yrs 2 months role senior system engineer cpi maintenance project caters maintenanceenhancements different applications part genworth imaging solutions different applications process scanned insurance documents sent different providers stores information oracle database images p8 filenet multiple applications generate reports sent providers administration support â¢ providing support l1 engineers â¢ monitoring p8 filenet application â¢ handling tickets raised users â¢ administration 10 linux proxy servers mysql servers â¢ implementing mysql replication â¢ checking logs sites visited users data downloaded mysql oracle sql support â¢ preparing sql queries client users â¢ handling oracle database â¢ testing insert select update queries servers deploying production â¢ handling bugs raised users â¢ implementing mysql replication linux servers â¢ taking database backup mysql dump application support â¢ make sure customer applications like eprocess trexo working fine â¢ make sure customized filenet instances working fine â¢ writing scripts automate applications shell scripts automation â¢ wrote shell script delete logs older five days successfully deployed production servers
DevOps Engineer,software proficiency â¢ languages basics c sql plsqljavajavaeejavascripthtmlcssjquerymysqlspring hibernate â¢ software tools xillinx modelsim matlab multisim â¢ operating systems windows xp vista 07 08 ubuntu project profile project fpga implementation team size 4 role programmer aes algorithm aes advanced encryption standard used cryptography protect data encrypted secret key te project sorting robot team size 3 role mechanism designer tcs 230 sensor sorts rgb color balls according color diploma project rfid based student team size 4 role interface attendance system using gsm student show rfid card message send via gsm parent ward presenteducation details may 2016 savitribai phule pune maharashtra pune university march 2010 ssc maharashtra board devops engineer skill details c exprience 6 months c exprience 6 months sql exprience 6 months plsql exprience 6 months core java exprience 6 months javascript exprience less 1 year months html exprience less 1 year months css exprience less 1 year months jquery exprience less 1 year months javaee exprience less 1 year months mysql exprience less 1 year months python exprience 6 monthscompany details company parkar consulting labs description im working devops team parkar consulting labs hands aws well python
DevOps Engineer,core competencies ant maven git bitbucket jenkins linux ansible shell scripting requirement gathering continuous integration continuous deployment software development life cycle software testing life cycle documentation reporting test reports skills â¢ primary skills devops methodologies â¢ programming languages c core java â¢ version controls git bitbucket â¢ build tools ant maven â¢ cicd tools jenkins â¢ configuration management ansible â¢ scripting shell script â¢ application servers apache tomcat servereducation details june 2015 june 2017 masters science information technology hyderabad telangana jntu devops engineer devops engineer nendrasys technologies pvt ltd skill details deployment exprience 27 months git exprience 27 months documentation exprience 26 months change management exprience 10 months configuration management exprience 10 monthscompany details company nendrasys technologies pvt ltd description date project description scope project design develop ecommerce product features sloan project basically b2b project customer buy fixers sinks related product focuses company stakeholders applications allow online sales distribution marketing product responsibilities detailed technical knowledge handson experience devops automation build engineering configura tion management creating fully automated ci build deployment infrastructure processes multiple projects developing scripts build deployment maintenance related tasks using jenkins installing configuring maintaining continuous integration automation configuration management tools developing ant maven shell scripts automatically compile package deploy war ear jar files mul tiple applications various platforms creating repositories branches managing permissions users maintaining git bitbucket deploying maintaining code application respectively configuring components increase reusability working closely architecture development test security services teams supporting business analysts getting used newly created jobs release activities communicating daily onsite team analyzing requirements identifying gaps tracking logs issues project 2 nendrasys technologies pvt ltd project name bangkok bank limited bbl thaitrade commercial ecommerce payment portal company nendrasys technologies pvt ltd description role devops engineer â¢ devops engineer team involved different development teams multiple simultaneous software leases â¢ participated weekly release meetings different teams identify mitigate potential risks associated releases â¢ responsible creating repositories branches managing permissions users maintaining git â¢ creating fully automated ci build deployment infrastructure processes multiple projects â¢ analyze resolve conflicts related merging source code git â¢ responsible creating ant maven scripts build automation â¢ implemented setup master slave architecture improve performance jenkins â¢ handled endtoend deployments code propagations across different environments dev prod â¢ handled tasks developing maintaining change tasks â¢ closely working developers qa performance uat testers team â¢ created maintained documentation build release processes application configuration â¢ coordinated developers business analyst mangers make sure code deployed production environment project 1 nendrasys technologies pvt ltd project name sloan global holdings sloan ecommerce company nendrasys technologies pvt ltd description project description bbl development ecommerce payment portal system bbl require system support multiple merchants b2bb2c ecommerce portal various payment options via online offline achieve bbl made agreement thai trade thai trade one leading ecommerce website recognized thai government present thai trade good base users sellers several categories scope project design develop ecommerce product features bblwtp project focuses company stakeholders applications allow online sales distribution marketing electronics responsibilities plan track activities involved build deployment resolving build issues developing scripts build deployment maintenance related tasks using jenkins collaboration development qa product managements build plans schedules send daily weekly reports team involved creating repositories branches merging activities backup restore activities subversion servers maintenance maven shell scripts safe builds deploys
DevOps Engineer,skills visa b1visa usa onsite visits sweden us seattle education details january 2013 post graduate diploma information technology pune maharashtra symbiosis institute january 2007 bachelor engineering electronics telecommunications pune maharashtra pune university cloud operations architect devops cloud operations architect devops devops skill details cloud computing exprience 48 months shell scripting exprience 96 months python exprience 6 months automation exprience 72 months solution architect exprience less 1 year months azure exprience less 1 year months aws exprience less 1 year monthscompany details company devops description type devops engineer platform aws cloud azure cloud services aws ec2 rds cloudformation template lambda dynamo db cloud watch autoscaling elastic bean stalk appdynamics manage tibco spotfire enterprise cloud product support ops member india got chance recruit build entire team 15 members also worked 4 different projects products simultaneously added hired members products responsibilities project include 1 managing tibco spotfire enterprise cloud environment 2 helping india qa team preproduction environment testing 3 coordinating production deployment hotfixes 4 leading team handling 4projects 5 arranging workshops new aws services entire team shell scripts automation â¢ wrote shell script extract aws running instances shut â¢ wrote shell script extract free eip release â¢ wrote lambda function trigger important scripts company synechron technologies limited description type administration automation monitoring platform linuxunix linuxxen servers software puppet redhat satellite server mysql database shell scripting responsibilities project included 1 managing linux media servers farms provide application support 2 patching linux physical xen boxes 3 creating satellite channels satellite server 4 automation via shell scripting mysql db support 5 troubleshooting customized applications company tsys limited description type development automation monitoring platform linuxunix windows software mysql database shell scripting responsibility provide access users rhds cvs dot project servers also included providing access users devprod vdi servers handling mysql database shell scripting automate tasks responsibilities project included 1 requirements analysis understanding requirements project planning environment access required 2 implementing mysql replication linux servers 3 fine tuning existing applications 4 testing debugging scripts errors company patni computer systems limited description project cpi type development automation monitoring platform p8 filenet linuxunix ibm aix software sound knowledge html shell scripting client genworth financial duration 2 yrs 2 months role senior system engineer cpi maintenance project caters maintenanceenhancements different applications part genworth imaging solutions different applications process scanned insurance documents sent different providers stores information oracle database images p8 filenet multiple applications generate reports sent providers administration support â¢ providing support l1 engineers â¢ monitoring p8 filenet application â¢ handling tickets raised users â¢ administration 10 linux proxy servers mysql servers â¢ implementing mysql replication â¢ checking logs sites visited users data downloaded mysql oracle sql support â¢ preparing sql queries client users â¢ handling oracle database â¢ testing insert select update queries servers deploying production â¢ handling bugs raised users â¢ implementing mysql replication linux servers â¢ taking database backup mysql dump application support â¢ make sure customer applications like eprocess trexo working fine â¢ make sure customized filenet instances working fine â¢ writing scripts automate applications shell scripts automation â¢ wrote shell script delete logs older five days successfully deployed production servers
DevOps Engineer,software proficiency â¢ languages basics c sql plsqljavajavaeejavascripthtmlcssjquerymysqlspring hibernate â¢ software tools xillinx modelsim matlab multisim â¢ operating systems windows xp vista 07 08 ubuntu project profile project fpga implementation team size 4 role programmer aes algorithm aes advanced encryption standard used cryptography protect data encrypted secret key te project sorting robot team size 3 role mechanism designer tcs 230 sensor sorts rgb color balls according color diploma project rfid based student team size 4 role interface attendance system using gsm student show rfid card message send via gsm parent ward presenteducation details may 2016 savitribai phule pune maharashtra pune university march 2010 ssc maharashtra board devops engineer skill details c exprience 6 months c exprience 6 months sql exprience 6 months plsql exprience 6 months core java exprience 6 months javascript exprience less 1 year months html exprience less 1 year months css exprience less 1 year months jquery exprience less 1 year months javaee exprience less 1 year months mysql exprience less 1 year months python exprience 6 monthscompany details company parkar consulting labs description im working devops team parkar consulting labs hands aws well python
DevOps Engineer,core competencies ant maven git bitbucket jenkins linux ansible shell scripting requirement gathering continuous integration continuous deployment software development life cycle software testing life cycle documentation reporting test reports skills â¢ primary skills devops methodologies â¢ programming languages c core java â¢ version controls git bitbucket â¢ build tools ant maven â¢ cicd tools jenkins â¢ configuration management ansible â¢ scripting shell script â¢ application servers apache tomcat servereducation details june 2015 june 2017 masters science information technology hyderabad telangana jntu devops engineer devops engineer nendrasys technologies pvt ltd skill details deployment exprience 27 months git exprience 27 months documentation exprience 26 months change management exprience 10 months configuration management exprience 10 monthscompany details company nendrasys technologies pvt ltd description date project description scope project design develop ecommerce product features sloan project basically b2b project customer buy fixers sinks related product focuses company stakeholders applications allow online sales distribution marketing product responsibilities detailed technical knowledge handson experience devops automation build engineering configura tion management creating fully automated ci build deployment infrastructure processes multiple projects developing scripts build deployment maintenance related tasks using jenkins installing configuring maintaining continuous integration automation configuration management tools developing ant maven shell scripts automatically compile package deploy war ear jar files mul tiple applications various platforms creating repositories branches managing permissions users maintaining git bitbucket deploying maintaining code application respectively configuring components increase reusability working closely architecture development test security services teams supporting business analysts getting used newly created jobs release activities communicating daily onsite team analyzing requirements identifying gaps tracking logs issues project 2 nendrasys technologies pvt ltd project name bangkok bank limited bbl thaitrade commercial ecommerce payment portal company nendrasys technologies pvt ltd description role devops engineer â¢ devops engineer team involved different development teams multiple simultaneous software leases â¢ participated weekly release meetings different teams identify mitigate potential risks associated releases â¢ responsible creating repositories branches managing permissions users maintaining git â¢ creating fully automated ci build deployment infrastructure processes multiple projects â¢ analyze resolve conflicts related merging source code git â¢ responsible creating ant maven scripts build automation â¢ implemented setup master slave architecture improve performance jenkins â¢ handled endtoend deployments code propagations across different environments dev prod â¢ handled tasks developing maintaining change tasks â¢ closely working developers qa performance uat testers team â¢ created maintained documentation build release processes application configuration â¢ coordinated developers business analyst mangers make sure code deployed production environment project 1 nendrasys technologies pvt ltd project name sloan global holdings sloan ecommerce company nendrasys technologies pvt ltd description project description bbl development ecommerce payment portal system bbl require system support multiple merchants b2bb2c ecommerce portal various payment options via online offline achieve bbl made agreement thai trade thai trade one leading ecommerce website recognized thai government present thai trade good base users sellers several categories scope project design develop ecommerce product features bblwtp project focuses company stakeholders applications allow online sales distribution marketing electronics responsibilities plan track activities involved build deployment resolving build issues developing scripts build deployment maintenance related tasks using jenkins collaboration development qa product managements build plans schedules send daily weekly reports team involved creating repositories branches merging activities backup restore activities subversion servers maintenance maven shell scripts safe builds deploys
DevOps Engineer,skills visa b1visa usa onsite visits sweden us seattle education details january 2013 post graduate diploma information technology pune maharashtra symbiosis institute january 2007 bachelor engineering electronics telecommunications pune maharashtra pune university cloud operations architect devops cloud operations architect devops devops skill details cloud computing exprience 48 months shell scripting exprience 96 months python exprience 6 months automation exprience 72 months solution architect exprience less 1 year months azure exprience less 1 year months aws exprience less 1 year monthscompany details company devops description type devops engineer platform aws cloud azure cloud services aws ec2 rds cloudformation template lambda dynamo db cloud watch autoscaling elastic bean stalk appdynamics manage tibco spotfire enterprise cloud product support ops member india got chance recruit build entire team 15 members also worked 4 different projects products simultaneously added hired members products responsibilities project include 1 managing tibco spotfire enterprise cloud environment 2 helping india qa team preproduction environment testing 3 coordinating production deployment hotfixes 4 leading team handling 4projects 5 arranging workshops new aws services entire team shell scripts automation â¢ wrote shell script extract aws running instances shut â¢ wrote shell script extract free eip release â¢ wrote lambda function trigger important scripts company synechron technologies limited description type administration automation monitoring platform linuxunix linuxxen servers software puppet redhat satellite server mysql database shell scripting responsibilities project included 1 managing linux media servers farms provide application support 2 patching linux physical xen boxes 3 creating satellite channels satellite server 4 automation via shell scripting mysql db support 5 troubleshooting customized applications company tsys limited description type development automation monitoring platform linuxunix windows software mysql database shell scripting responsibility provide access users rhds cvs dot project servers also included providing access users devprod vdi servers handling mysql database shell scripting automate tasks responsibilities project included 1 requirements analysis understanding requirements project planning environment access required 2 implementing mysql replication linux servers 3 fine tuning existing applications 4 testing debugging scripts errors company patni computer systems limited description project cpi type development automation monitoring platform p8 filenet linuxunix ibm aix software sound knowledge html shell scripting client genworth financial duration 2 yrs 2 months role senior system engineer cpi maintenance project caters maintenanceenhancements different applications part genworth imaging solutions different applications process scanned insurance documents sent different providers stores information oracle database images p8 filenet multiple applications generate reports sent providers administration support â¢ providing support l1 engineers â¢ monitoring p8 filenet application â¢ handling tickets raised users â¢ administration 10 linux proxy servers mysql servers â¢ implementing mysql replication â¢ checking logs sites visited users data downloaded mysql oracle sql support â¢ preparing sql queries client users â¢ handling oracle database â¢ testing insert select update queries servers deploying production â¢ handling bugs raised users â¢ implementing mysql replication linux servers â¢ taking database backup mysql dump application support â¢ make sure customer applications like eprocess trexo working fine â¢ make sure customized filenet instances working fine â¢ writing scripts automate applications shell scripts automation â¢ wrote shell script delete logs older five days successfully deployed production servers
DevOps Engineer,software proficiency â¢ languages basics c sql plsqljavajavaeejavascripthtmlcssjquerymysqlspring hibernate â¢ software tools xillinx modelsim matlab multisim â¢ operating systems windows xp vista 07 08 ubuntu project profile project fpga implementation team size 4 role programmer aes algorithm aes advanced encryption standard used cryptography protect data encrypted secret key te project sorting robot team size 3 role mechanism designer tcs 230 sensor sorts rgb color balls according color diploma project rfid based student team size 4 role interface attendance system using gsm student show rfid card message send via gsm parent ward presenteducation details may 2016 savitribai phule pune maharashtra pune university march 2010 ssc maharashtra board devops engineer skill details c exprience 6 months c exprience 6 months sql exprience 6 months plsql exprience 6 months core java exprience 6 months javascript exprience less 1 year months html exprience less 1 year months css exprience less 1 year months jquery exprience less 1 year months javaee exprience less 1 year months mysql exprience less 1 year months python exprience 6 monthscompany details company parkar consulting labs description im working devops team parkar consulting labs hands aws well python
DevOps Engineer,core competencies ant maven git bitbucket jenkins linux ansible shell scripting requirement gathering continuous integration continuous deployment software development life cycle software testing life cycle documentation reporting test reports skills â¢ primary skills devops methodologies â¢ programming languages c core java â¢ version controls git bitbucket â¢ build tools ant maven â¢ cicd tools jenkins â¢ configuration management ansible â¢ scripting shell script â¢ application servers apache tomcat servereducation details june 2015 june 2017 masters science information technology hyderabad telangana jntu devops engineer devops engineer nendrasys technologies pvt ltd skill details deployment exprience 27 months git exprience 27 months documentation exprience 26 months change management exprience 10 months configuration management exprience 10 monthscompany details company nendrasys technologies pvt ltd description date project description scope project design develop ecommerce product features sloan project basically b2b project customer buy fixers sinks related product focuses company stakeholders applications allow online sales distribution marketing product responsibilities detailed technical knowledge handson experience devops automation build engineering configura tion management creating fully automated ci build deployment infrastructure processes multiple projects developing scripts build deployment maintenance related tasks using jenkins installing configuring maintaining continuous integration automation configuration management tools developing ant maven shell scripts automatically compile package deploy war ear jar files mul tiple applications various platforms creating repositories branches managing permissions users maintaining git bitbucket deploying maintaining code application respectively configuring components increase reusability working closely architecture development test security services teams supporting business analysts getting used newly created jobs release activities communicating daily onsite team analyzing requirements identifying gaps tracking logs issues project 2 nendrasys technologies pvt ltd project name bangkok bank limited bbl thaitrade commercial ecommerce payment portal company nendrasys technologies pvt ltd description role devops engineer â¢ devops engineer team involved different development teams multiple simultaneous software leases â¢ participated weekly release meetings different teams identify mitigate potential risks associated releases â¢ responsible creating repositories branches managing permissions users maintaining git â¢ creating fully automated ci build deployment infrastructure processes multiple projects â¢ analyze resolve conflicts related merging source code git â¢ responsible creating ant maven scripts build automation â¢ implemented setup master slave architecture improve performance jenkins â¢ handled endtoend deployments code propagations across different environments dev prod â¢ handled tasks developing maintaining change tasks â¢ closely working developers qa performance uat testers team â¢ created maintained documentation build release processes application configuration â¢ coordinated developers business analyst mangers make sure code deployed production environment project 1 nendrasys technologies pvt ltd project name sloan global holdings sloan ecommerce company nendrasys technologies pvt ltd description project description bbl development ecommerce payment portal system bbl require system support multiple merchants b2bb2c ecommerce portal various payment options via online offline achieve bbl made agreement thai trade thai trade one leading ecommerce website recognized thai government present thai trade good base users sellers several categories scope project design develop ecommerce product features bblwtp project focuses company stakeholders applications allow online sales distribution marketing electronics responsibilities plan track activities involved build deployment resolving build issues developing scripts build deployment maintenance related tasks using jenkins collaboration development qa product managements build plans schedules send daily weekly reports team involved creating repositories branches merging activities backup restore activities subversion servers maintenance maven shell scripts safe builds deploys
DevOps Engineer,skills visa b1visa usa onsite visits sweden us seattle education details january 2013 post graduate diploma information technology pune maharashtra symbiosis institute january 2007 bachelor engineering electronics telecommunications pune maharashtra pune university cloud operations architect devops cloud operations architect devops devops skill details cloud computing exprience 48 months shell scripting exprience 96 months python exprience 6 months automation exprience 72 months solution architect exprience less 1 year months azure exprience less 1 year months aws exprience less 1 year monthscompany details company devops description type devops engineer platform aws cloud azure cloud services aws ec2 rds cloudformation template lambda dynamo db cloud watch autoscaling elastic bean stalk appdynamics manage tibco spotfire enterprise cloud product support ops member india got chance recruit build entire team 15 members also worked 4 different projects products simultaneously added hired members products responsibilities project include 1 managing tibco spotfire enterprise cloud environment 2 helping india qa team preproduction environment testing 3 coordinating production deployment hotfixes 4 leading team handling 4projects 5 arranging workshops new aws services entire team shell scripts automation â¢ wrote shell script extract aws running instances shut â¢ wrote shell script extract free eip release â¢ wrote lambda function trigger important scripts company synechron technologies limited description type administration automation monitoring platform linuxunix linuxxen servers software puppet redhat satellite server mysql database shell scripting responsibilities project included 1 managing linux media servers farms provide application support 2 patching linux physical xen boxes 3 creating satellite channels satellite server 4 automation via shell scripting mysql db support 5 troubleshooting customized applications company tsys limited description type development automation monitoring platform linuxunix windows software mysql database shell scripting responsibility provide access users rhds cvs dot project servers also included providing access users devprod vdi servers handling mysql database shell scripting automate tasks responsibilities project included 1 requirements analysis understanding requirements project planning environment access required 2 implementing mysql replication linux servers 3 fine tuning existing applications 4 testing debugging scripts errors company patni computer systems limited description project cpi type development automation monitoring platform p8 filenet linuxunix ibm aix software sound knowledge html shell scripting client genworth financial duration 2 yrs 2 months role senior system engineer cpi maintenance project caters maintenanceenhancements different applications part genworth imaging solutions different applications process scanned insurance documents sent different providers stores information oracle database images p8 filenet multiple applications generate reports sent providers administration support â¢ providing support l1 engineers â¢ monitoring p8 filenet application â¢ handling tickets raised users â¢ administration 10 linux proxy servers mysql servers â¢ implementing mysql replication â¢ checking logs sites visited users data downloaded mysql oracle sql support â¢ preparing sql queries client users â¢ handling oracle database â¢ testing insert select update queries servers deploying production â¢ handling bugs raised users â¢ implementing mysql replication linux servers â¢ taking database backup mysql dump application support â¢ make sure customer applications like eprocess trexo working fine â¢ make sure customized filenet instances working fine â¢ writing scripts automate applications shell scripts automation â¢ wrote shell script delete logs older five days successfully deployed production servers
DevOps Engineer,software proficiency â¢ languages basics c sql plsqljavajavaeejavascripthtmlcssjquerymysqlspring hibernate â¢ software tools xillinx modelsim matlab multisim â¢ operating systems windows xp vista 07 08 ubuntu project profile project fpga implementation team size 4 role programmer aes algorithm aes advanced encryption standard used cryptography protect data encrypted secret key te project sorting robot team size 3 role mechanism designer tcs 230 sensor sorts rgb color balls according color diploma project rfid based student team size 4 role interface attendance system using gsm student show rfid card message send via gsm parent ward presenteducation details may 2016 savitribai phule pune maharashtra pune university march 2010 ssc maharashtra board devops engineer skill details c exprience 6 months c exprience 6 months sql exprience 6 months plsql exprience 6 months core java exprience 6 months javascript exprience less 1 year months html exprience less 1 year months css exprience less 1 year months jquery exprience less 1 year months javaee exprience less 1 year months mysql exprience less 1 year months python exprience 6 monthscompany details company parkar consulting labs description im working devops team parkar consulting labs hands aws well python
